CV_ID,Date,Plate.x,Bucket#.x,sal.treat.x,TA.treat.x,SA.mm2,SA.mm2.SE,SA.mm2.1,date.numb,notes.x,SA.start,grow.ratio,grow.perc,dps,mm2.diff.start,pixel ratio_original,pixels measured,pixel ratio_MEDIAN,pixel ratio_SE,Diff_time,Diff_growth,incr_growth,tare boat (mg),shell+gut+boat (mg),boat+gut (mg),post muff,post muff.2,gut.wt,shell.wt,orgC.shell.wt,%oc.ic.shell,code,CI,bucket,med.ta,med.S,med.pH,rank.ig,prob.ig,net_growth,rank.ng,prob.ng
111,8/9/2022,3,2,amb,2000,117.5962077,7058.237615,114.805,2459801,NA,121.25,0.946845361,94.68453608,15,-6.445,13.0311,1496.035436,12.7218,0.211955947,3,-15.99679227,-5.33226409,70.6552,304.5011,77.2914,293.2774,NA,6.6362,297.8649,4.5875,1.540127756,0,0.022279228,2,1880.088244,34.03,8.085,6,0.130434783,-3.65379227,7,0.152173913
101,8/9/2022,3,2,amb,2000,76.41474407,4586.486514,74.601,2459801,NA,79.457,0.938885183,93.88851832,15,-4.856,13.0311,972.1330911,12.7218,0.211955947,3,-11.06825593,-3.689418644,54.2917,244.9986,58.2671,236.9973,NA,3.9754,241.0232,4.0259,1.670337129,0,0.016493848,2,1880.088244,34.03,8.085,11,0.239130435,-3.042255931,8,0.173913043
113,8/9/2022,3,2,amb,2000,80.88484424,4854.786231,78.965,2459801,NA,83.736,0.943023311,94.30233114,15,-4.771,13.0311,1029.000812,12.7218,0.211955947,3,-8.271155756,-2.757051919,68.5357,259.6489,71.7956,251.5102,NA,3.2599,256.389,4.8788,1.90288975,0,0.012714664,2,1880.088244,34.03,8.085,13,0.282608696,-2.851155756,9,0.195652174
102,8/9/2022,3,2,amb,2000,84.25073544,5056.810261,82.251,2459801,NA,86.927,0.946207738,94.62077375,15,-4.676,13.0311,1071.821006,12.7218,0.211955947,3,-15.89726456,-5.299088187,45.6602,281.0921,48.4056,274.1292,NA,2.7454,278.3467,4.2175,1.515196695,0,0.009863239,2,1880.088244,34.03,8.085,7,0.152173913,-2.676264562,10,0.217391304
103,8/9/2022,3,2,amb,2000,103.4145998,6207.043853,100.96,2459801,NA,105.037,0.961185106,96.11851062,15,-4.077,13.0311,1315.619856,12.7218,0.211955947,3,-9.371400179,-3.12380006,46.1131,285.3925,53.1092,275.8943,NA,6.9961,278.3964,2.5021,0.898754438,0,0.025129994,2,1880.088244,34.03,8.085,12,0.260869565,-1.622400179,11,0.239130435
107,8/9/2022,3,2,amb,2000,143.5942858,8618.66729,140.186,2459801,NA,144.26,0.971759323,97.17593234,15,-4.074,13.0311,1826.777785,12.7218,0.211955947,3,-5.270714239,-1.756904746,52.54,358.2104,58.1151,347.0118,NA,5.5751,352.6353,5.6235,1.594707053,0,0.015809818,2,1880.088244,34.03,8.085,17,0.369565217,-0.665714239,12,0.260869565
118,8/9/2022,3,2,amb,2000,199.5483857,11977.08624,194.812,2459801,NA,199.961,0.974249979,97.42499787,15,-5.149,13.0311,2538.614653,12.7218,0.211955947,3,-18.6256143,-6.2085381,54.0094,542.2395,65.9503,522.2999,NA,11.9409,530.2986,7.9987,1.508338887,0,0.022517314,2,1880.088244,34.03,8.085,2,0.043478261,-0.4126143,13,0.282608696
135,8/9/2022,3,2,amb,2000,98.30532859,5900.380474,95.972,2459801,NA,98.117,0.978138345,97.8138345,15,-2.145,13.0311,1250.620729,12.7218,0.211955947,3,-2.010671414,-0.670223805,93.7164,306.0473,99.2579,297.3357,NA,5.5415,300.5058,3.1701,1.054921403,0,0.018440576,2,1880.088244,34.03,8.085,22,0.47826087,0.188328586,14,0.304347826
117,8/9/2022,3,2,amb,2000,95.30101974,5720.058965,93.039,2459801,NA,93.679,0.993168159,99.31681594,15,-0.64,13.0311,1212.400513,12.7218,0.211955947,3,-13.76198026,-4.587326754,55.3353,226.5324,60.8493,217.4249,NA,5.514,221.0184,3.5935,1.625882732,0,0.024948149,2,1880.088244,34.03,8.085,9,0.195652174,1.622019738,15,0.326086957
110,8/9/2022,3,2,amb,2000,173.8760391,10436.20728,169.749,2459801,NA,171.427,0.990211577,99.02115769,15,-1.678,13.0311,2212.016194,12.7218,0.211955947,3,-4.059960925,-1.353320308,61.3393,466.846,71.3121,450.8485,NA,9.9728,456.8732,6.0247,1.318680982,0,0.021828376,2,1880.088244,34.03,8.085,19,0.413043478,2.449039075,16,0.347826087
106,8/9/2022,3,2,amb,2000,78.79114929,4729.120644,76.921,2459801,NA,74.706,1.02964956,102.964956,15,2.215,13.0311,1002.365243,12.7218,0.211955947,3,-0.770850705,-0.256950235,49.8969,205.3807,52.7796,199.6698,NA,2.8827,202.498,2.8282,1.396655769,0,0.014235696,2,1880.088244,34.03,8.085,24,0.52173913,4.085149295,17,0.369565217
119,8/9/2022,3,2,amb,2000,94.05238268,5645.114566,91.82,2459801,NA,89.764,1.022904505,102.2904505,15,2.056,13.0311,1196.515602,12.7218,0.211955947,3,-3.112617318,-1.037539106,67.4863,271.2655,72.3327,263.6559,NA,4.8464,266.4191,2.7632,1.037162876,0,0.018190888,2,1880.088244,34.03,8.085,21,0.456521739,4.288382682,18,0.391304348
112,8/9/2022,3,2,amb,2000,92.04985155,5524.92072,89.865,2459801,NA,86.686,1.036672588,103.6672588,15,3.179,13.0311,1171.039802,12.7218,0.211955947,3,-5.256148446,-1.752049482,72.9133,260.3211,76.3007,253.7927,NA,3.3874,256.9337,3.141,1.222494363,0,0.013183946,2,1880.088244,34.03,8.085,18,0.391304348,5.363851554,19,0.413043478
122,8/9/2022,3,2,amb,2000,123.6283846,7420.294679,120.694,2459801,NA,117.935,1.023394243,102.3394243,15,2.759,13.0311,1572.775583,12.7218,0.211955947,3,1.342384615,0.447461538,56.1579,320.8527,59.9847,312.6892,NA,3.8268,317.0259,4.3367,1.367932399,0,0.012070938,2,1880.088244,34.03,8.085,26,0.565217391,5.693384615,20,0.434782609
126,8/9/2022,3,2,amb,2000,152.9677703,9181.27286,149.337,2459801,NA,146.952,1.016229789,101.6229789,15,2.385,13.0311,1946.025381,12.7218,0.211955947,3,2.571770339,0.85725678,83.0141,413.396,90.0113,399.5331,NA,6.9972,406.3988,6.8657,1.689399673,0,0.017217571,2,1880.088244,34.03,8.085,27,0.586956522,6.015770339,21,0.456521739
136,8/9/2022,3,2,amb,2000,172.8445563,10374.29669,168.742,2459801,NA,166.066,1.016114075,101.6114075,15,2.676,13.0311,2198.893876,12.7218,0.211955947,3,12.39055629,4.13018543,73.7515,570.3148,82.7862,554.515,NA,9.0347,561.2801,6.7651,1.205298388,0,0.016096598,2,1880.088244,34.03,8.085,41,0.891304348,6.778556289,22,0.47826087
143,8/9/2022,3,2,amb,2000,128.1281899,7690.377322,125.087,2459801,NA,120.372,1.039170239,103.9170239,15,4.715,13.0311,1630.021206,12.7218,0.211955947,3,7.771189855,2.590396618,67.0822,342.3502,74.2978,331.7744,NA,7.2156,335.1346,3.3602,1.002641924,0,0.021530454,2,1880.088244,34.03,8.085,36,0.782608696,7.756189855,23,0.5
139,8/9/2022,3,2,amb,2000,111.4247243,6687.819239,108.78,2459801,NA,103.359,1.052448263,105.2448263,15,5.421,13.0311,1417.523058,12.7218,0.211955947,3,-7.360275669,-2.453425223,61.5927,297.7164,66.4436,289.1652,NA,4.8509,292.8655,3.7003,1.263481018,0,0.016563576,2,1880.088244,34.03,8.085,14,0.304347826,8.065724331,24,0.52173913
130,8/9/2022,3,2,amb,2000,98.92094046,5937.330092,96.573,2459801,NA,90.815,1.063403623,106.3403623,15,5.758,13.0311,1258.45242,12.7218,0.211955947,3,7.950940457,2.650313486,74.5963,258.7619,77.8475,252.845,NA,3.2512,255.5107,2.6657,1.043283119,0,0.01272432,2,1880.088244,34.03,8.085,37,0.804347826,8.105940457,25,0.543478261
116,8/9/2022,3,2,amb,2000,76.11871773,4568.718728,74.312,2459801,NA,67.763,1.096645662,109.6645662,15,6.549,13.0311,968.3671032,12.7218,0.211955947,3,3.349717729,1.116572576,64.7901,190.4537,67.9408,185.4184,NA,3.1507,187.303,1.8846,1.006177157,0,0.016821407,2,1880.088244,34.03,8.085,28,0.608695652,8.355717729,26,0.565217391
129,8/9/2022,3,2,amb,2000,96.83339138,5812.033386,94.535,2459801,NA,87.264,1.083321874,108.3321874,15,7.271,13.0311,1231.895039,12.7218,0.211955947,3,4.089391383,1.363130461,80.712,274.5157,84.3613,266.9164,NA,3.6493,270.8664,3.95,1.458283493,0,0.013472694,2,1880.088244,34.03,8.085,31,0.673913043,9.569391383,27,0.586956522
128,8/9/2022,3,2,amb,2000,158.2102022,9495.928668,154.455,2459801,NA,148.502,1.040087002,104.0087002,15,5.953,13.0311,2012.718551,12.7218,0.211955947,3,0.759202212,0.253067404,72.4636,554.7822,83.4576,537.1993,NA,10.994,543.7882,6.5889,1.211666601,0,0.02021743,2,1880.088244,34.03,8.085,25,0.543478261,9.708202212,28,0.608695652
127,8/9/2022,3,2,amb,2000,111.0692879,6666.4856,108.433,2459801,NA,101.149,1.072012576,107.2012576,15,7.284,13.0311,1413.001266,12.7218,0.211955947,3,8.83828786,2.946095953,82.8982,314.9133,87.3084,306.7474,NA,4.4102,310.5031,3.7557,1.209553141,0,0.014203401,2,1880.088244,34.03,8.085,40,0.869565217,9.92028786,29,0.630434783
120,8/9/2022,3,2,amb,2000,210.2667927,12620.41535,205.276,2459801,NA,200.011,1.026323552,102.6323552,15,5.265,13.0311,2674.972084,12.7218,0.211955947,3,-1.175207282,-0.391735761,66.864,509.8541,78.2633,491.7989,NA,11.3993,498.4548,6.6559,1.335306632,0,0.022869275,2,1880.088244,34.03,8.085,23,0.5,10.25579272,30,0.652173913
147,8/9/2022,3,2,amb,2000,143.401715,8607.109007,139.998,2459801,NA,132.539,1.056277775,105.6277775,15,7.459,13.0311,1824.327938,12.7218,0.211955947,3,-5.422285007,-1.807428336,60.466,420.4552,68.997,407.3805,NA,8.531,411.9242,4.5437,1.103042744,0,0.020710121,2,1880.088244,34.03,8.085,16,0.347826087,10.86271499,31,0.673913043
125,8/9/2022,3,2,amb,2000,92.26085995,5537.585647,90.071,2459801,NA,80.453,1.119548059,111.9548059,15,9.618,13.0311,1173.724208,12.7218,0.211955947,3,-3.493140051,-1.164380017,77.8678,216.0661,80.6035,211.2287,NA,2.7357,213.3304,2.1017,0.985185421,0,0.01282377,2,1880.088244,34.03,8.085,20,0.434782609,11.80785995,32,0.695652174
124,8/9/2022,3,2,amb,2000,206.8527588,12415.50175,201.943,2459801,NA,193.755,1.042259555,104.2259555,15,8.188,13.0311,2631.539427,12.7218,0.211955947,3,4.877758831,1.62591961,73.2007,637.2901,85.6538,616.5046,NA,12.4531,624.837,8.3324,1.333531785,0,0.019930158,2,1880.088244,34.03,8.085,33,0.717391304,13.09775883,33,0.717391304
132,8/9/2022,3,2,amb,2000,141.0847199,8468.040731,137.736,2459801,NA,126.324,1.090339128,109.0339128,15,11.412,13.0311,1794.85159,12.7218,0.211955947,3,4.380719898,1.460239966,78.6042,377.1085,84.4605,366.8397,NA,5.8563,371.2522,4.4125,1.188545145,0,0.015774452,2,1880.088244,34.03,8.085,32,0.695652174,14.7607199,34,0.739130435
144,8/9/2022,3,2,amb,2000,141.9656287,8520.913727,138.596,2459801,NA,125.978,1.100160345,110.0160345,15,12.618,13.0311,1806.058336,12.7218,0.211955947,3,6.974628732,2.324876244,55.2384,337.9027,61.6375,327.1111,NA,6.3991,331.5036,4.3925,1.325023318,0,0.019303259,2,1880.088244,34.03,8.085,34,0.739130435,15.98762873,35,0.760869565
138,8/9/2022,3,2,amb,2000,109.2593275,6557.850036,106.666,2459801,NA,92.615,1.151714085,115.1714085,15,14.051,13.0311,1389.975313,12.7218,0.211955947,3,3.528327501,1.176109167,59.7018,243.149,64.6803,236.0152,NA,4.9785,238.1705,2.1553,0.904939948,0,0.020903093,2,1880.088244,34.03,8.085,30,0.652173913,16.6443275,36,0.782608696
123,8/9/2022,3,2,amb,2000,158.4457941,9510.069121,154.685,2459801,NA,140.932,1.09758607,109.758607,15,13.753,13.0311,2015.715704,12.7218,0.211955947,3,3.480794109,1.160264703,77.6731,425.6692,85.6008,412.4866,NA,7.9277,417.7415,5.2549,1.257931041,0,0.018977526,2,1880.088244,34.03,8.085,29,0.630434783,17.51379411,37,0.804347826
134,8/9/2022,3,2,amb,2000,109.3197619,6561.47737,106.725,2459801,NA,90.987,1.172969765,117.2969765,15,15.738,13.0311,1390.744148,12.7218,0.211955947,3,12.81976194,4.273253981,69.271,252.9621,72.7176,246.696,NA,3.4466,249.5155,2.8195,1.12998992,0,0.01381317,2,1880.088244,34.03,8.085,42,0.913043478,18.33276194,38,0.826086957
145,8/9/2022,3,2,amb,2000,91.10338671,5468.112989,88.941,2459801,NA,72.66,1.224071016,122.4071016,15,16.281,13.0311,1158.999065,12.7218,0.211955947,3,8.807386714,2.935795571,55.0868,166.2442,57.5802,161.9056,NA,2.4934,163.7508,1.8452,1.12683419,0,0.015226796,2,1880.088244,34.03,8.085,39,0.847826087,18.44338671,39,0.847826087
121,8/9/2022,3,2,amb,2000,199.6088201,11980.71358,194.871,2459801,NA,179.933,1.083019791,108.3019791,15,14.938,13.0311,2539.383488,12.7218,0.211955947,3,-16.69017986,-5.563393286,64.6473,499.7332,73.1373,485.9947,NA,8.49,491.2432,5.2485,1.068411736,0,0.017282682,2,1880.088244,34.03,8.085,4,0.086956522,19.67582014,40,0.869565217
133,8/9/2022,3,2,amb,2000,117.5654784,7056.393208,114.775,2459801,NA,95.075,1.207204838,120.7204838,15,19.7,13.0311,1495.644503,12.7218,0.211955947,3,8.649478352,2.883159451,57.4589,309.1604,62.7807,300.2219,NA,5.3218,303.8386,3.6167,1.190335922,0,0.01751522,2,1880.088244,34.03,8.085,38,0.826086957,22.49047835,41,0.891304348
140,8/9/2022,3,2,amb,2000,169.399793,10167.53868,165.379,2459801,NA,146.002,1.13271736,113.271736,15,19.377,13.0311,2155.070287,12.7218,0.211955947,3,13.63479302,4.544931008,66.4016,480.2052,75.3367,465.9775,NA,8.9351,471.2701,5.2926,1.123050242,0,0.018959616,2,1880.088244,34.03,8.085,43,0.934782609,23.39779302,42,0.913043478
142,8/9/2022,3,2,amb,2000,180.0587899,10807.30194,175.785,2459801,NA,155.786,1.128374822,112.8374822,15,19.999,13.0311,2290.671914,12.7218,0.211955947,3,15.37178991,5.123929971,63.9077,500.755,71.2755,487.3674,NA,7.3678,493.3872,6.0198,1.220096508,0,0.014933099,2,1880.088244,34.03,8.085,44,0.956521739,24.27278991,43,0.934782609
141,8/9/2022,3,2,amb,2000,230.5891546,13840.18308,225.116,2459801,NA,205.772,1.094006959,109.4006959,15,19.344,13.0311,2933.509108,12.7218,0.211955947,3,7.665154648,2.555051549,74.936,537.9577,85.6185,519.8849,NA,10.6825,527.2752,7.3903,1.401602048,0,0.020259819,2,1880.088244,34.03,8.085,35,0.760869565,24.81715465,44,0.956521739
137,8/9/2022,3,2,amb,2000,230.0831442,13809.81185,224.622,2459801,NA,200.912,1.118011866,111.8011866,15,23.71,13.0311,2927.071744,12.7218,0.211955947,3,20.83814422,6.946048075,67.998,730.943,79.3377,712.0457,NA,11.3397,719.6033,7.5576,1.050245323,0,0.015758266,2,1880.088244,34.03,8.085,45,0.97826087,29.17114422,45,0.97826087
111,8/12/2022,3,2,amb,2000,114.8415779,22140.62489,114.151,2459804,NA,121.25,0.941451546,94.14515464,18,-7.099,12.0067,1370.576812,11.9345,0.061903258,3,-2.754629809,-0.918209936,70.6552,304.5011,77.2914,293.2774,NA,6.6362,297.8649,4.5875,1.540127756,0,0.022279228,2,1880.088244,34.03,8.085,4,0.086956522,-6.408422079,1,0.02173913
103,8/12/2022,3,2,amb,2000,98.7970975,19047.36521,98.203,2459804,NA,105.037,0.934937213,93.49372126,18,-6.834,12.0067,1179.09396,11.9345,0.061903258,3,-4.617502322,-1.539167441,46.1131,285.3925,53.1092,275.8943,NA,6.9961,278.3964,2.5021,0.898754438,0,0.025129994,2,1880.088244,34.03,8.085,3,0.065217391,-6.239902501,2,0.043478261
105,8/12/2022,3,2,amb,2000,229.16001,44180.39105,227.782,2459804,NA,234.87,0.969821603,96.98216034,18,-7.088,12.0067,2734.910139,11.9345,0.061903258,3,5.71850866,1.906169553,48.6553,707.1782,62.5914,683.759,NA,13.9361,693.2421,9.4831,1.367934809,0,0.020102789,2,1880.088244,34.03,8.085,20,0.434782609,-5.709989995,3,0.065217391
104,8/12/2022,3,2,amb,2000,150.175049,28952.66234,149.272,2459804,NA,154.659,0.965168532,96.51685321,18,-5.387,12.0067,1792.264122,11.9345,0.061903258,3,-0.386611039,-0.128870346,55.4589,494.0223,69.0126,477.2713,NA,13.5537,480.4686,3.1973,0.665454517,0,0.028209336,2,1880.088244,34.03,8.085,9,0.195652174,-4.483950991,4,0.086956522
112,8/12/2022,3,2,amb,2000,86.48003117,16672.72398,85.96,2459804,NA,86.686,0.991624945,99.16249452,18,-0.726,12.0067,1032.095932,11.9345,0.061903258,3,-5.569820384,-1.856606795,72.9133,260.3211,76.3007,253.7927,NA,3.3874,256.9337,3.141,1.222494363,0,0.013183946,2,1880.088244,34.03,8.085,2,0.043478261,-0.20596883,5,0.108695652
118,8/12/2022,3,2,amb,2000,200.7984633,38712.49014,199.591,2459804,NA,199.961,0.998149639,99.81496392,18,-0.37,12.0067,2396.42926,11.9345,0.061903258,3,1.250077553,0.416692518,54.0094,542.2395,65.9503,522.2999,NA,11.9409,530.2986,7.9987,1.508338887,0,0.022517314,2,1880.088244,34.03,8.085,13,0.282608696,0.837463254,6,0.130434783
119,8/12/2022,3,2,amb,2000,92.87951323,17906.4978,92.321,2459804,NA,89.764,1.028485807,102.8485807,18,2.557,12.0067,1108.470551,11.9345,0.061903258,3,-1.172869447,-0.390956482,67.4863,271.2655,72.3327,263.6559,NA,4.8464,266.4191,2.7632,1.037162876,0,0.018190888,2,1880.088244,34.03,8.085,8,0.173913043,3.115513235,7,0.152173913
108,8/12/2022,3,2,amb,2000,135.5541289,26133.85478,134.739,2459804,NA,132.03,1.020518064,102.0518064,18,2.709,12.0067,1617.770751,11.9345,0.061903258,3,9.434616043,3.144872014,47.7758,419.3849,54.8362,405.9095,NA,7.0604,412.3245,6.415,1.555813443,0,0.017123406,2,1880.088244,34.03,8.085,28,0.608695652,3.524128895,8,0.173913043
110,8/12/2022,3,2,amb,2000,175.1230692,33762.46003,174.07,2459804,NA,171.427,1.015417641,101.5417641,18,2.643,12.0067,2090.006269,11.9345,0.061903258,3,1.247030095,0.415676698,61.3393,466.846,71.3121,450.8485,NA,9.9728,456.8732,6.0247,1.318680982,0,0.021828376,2,1880.088244,34.03,8.085,12,0.260869565,3.696069169,9,0.195652174
101,8/12/2022,3,2,amb,2000,84.19831048,16232.82475,83.692,2459804,NA,79.457,1.053299269,105.3299269,18,4.235,12.0067,1004.864736,11.9345,0.061903258,3,7.783566409,2.594522136,54.2917,244.9986,58.2671,236.9973,NA,3.9754,241.0232,4.0259,1.670337129,0,0.016493848,2,1880.088244,34.03,8.085,24,0.52173913,4.741310478,10,0.217391304
102,8/12/2022,3,2,amb,2000,91.79096747,17696.63406,91.239,2459804,NA,86.927,1.049604841,104.9604841,18,4.312,12.0067,1095.479301,11.9345,0.061903258,3,7.540232034,2.513410678,45.6602,281.0921,48.4056,274.1292,NA,2.7454,278.3467,4.2175,1.515196695,0,0.009863239,2,1880.088244,34.03,8.085,23,0.5,4.863967472,11,0.239130435
117,8/12/2022,3,2,amb,2000,98.66530499,19021.95657,98.072,2459804,NA,93.679,1.046894181,104.6894181,18,4.393,12.0067,1177.521082,11.9345,0.061903258,3,3.364285252,1.121428417,55.3353,226.5324,60.8493,217.4249,NA,5.514,221.0184,3.5935,1.625882732,0,0.024948149,2,1880.088244,34.03,8.085,17,0.369565217,4.98630499,12,0.260869565
106,8/12/2022,3,2,amb,2000,80.4085213,15502.18083,79.925,2459804,NA,74.706,1.06986052,106.986052,18,5.219,12.0067,959.6354975,11.9345,0.061903258,3,1.617372009,0.539124003,49.8969,205.3807,52.7796,199.6698,NA,2.8827,202.498,2.8282,1.396655769,0,0.014235696,2,1880.088244,34.03,8.085,15,0.326086957,5.702521304,13,0.282608696
116,8/12/2022,3,2,amb,2000,74.40642887,14345.02086,73.959,2459804,NA,67.763,1.09143633,109.143633,18,6.196,12.0067,888.0035253,11.9345,0.061903258,3,-1.712288863,-0.570762954,64.7901,190.4537,67.9408,185.4184,NA,3.1507,187.303,1.8846,1.006177157,0,0.016821407,2,1880.088244,34.03,8.085,5,0.108695652,6.643428866,14,0.304347826
100,8/12/2022,3,2,amb,2000,314.4046122,60614.93326,312.514,2459804,NA,306.885,1.018342376,101.8342376,18,5.629,12.0067,3752.261844,11.9345,0.061903258,3,19.17518675,6.391728916,74.9518,1103.2707,96.3354,1065.6017,NA,21.3836,1081.8871,16.2854,1.505277214,0,0.019765094,2,1880.088244,34.03,8.085,36,0.782608696,7.519612158,15,0.326086957
130,8/12/2022,3,2,amb,2000,98.65122029,19019.24114,98.058,2459804,NA,90.815,1.079755547,107.9755547,18,7.243,12.0067,1177.352989,11.9345,0.061903258,3,-0.269720162,-0.089906721,74.5963,258.7619,77.8475,252.845,NA,3.2512,255.5107,2.6657,1.043283119,0,0.01272432,2,1880.088244,34.03,8.085,10,0.217391304,7.836220294,16,0.347826087
113,8/12/2022,3,2,amb,2000,92.12598202,17761.22244,91.572,2459804,NA,83.736,1.093579822,109.3579822,18,7.836,12.0067,1099.477532,11.9345,0.061903258,3,11.24113777,3.747045925,68.5357,259.6489,71.7956,251.5102,NA,3.2599,256.389,4.8788,1.90288975,0,0.012714664,2,1880.088244,34.03,8.085,31,0.673913043,8.389982019,17,0.369565217
143,8/12/2022,3,2,amb,2000,129.2522337,24918.895,128.475,2459804,NA,120.372,1.067316319,106.7316319,18,8.103,12.0067,1542.560783,11.9345,0.061903258,3,1.124043795,0.374681265,67.0822,342.3502,74.2978,331.7744,NA,7.2156,335.1346,3.3602,1.002641924,0,0.021530454,2,1880.088244,34.03,8.085,11,0.239130435,8.88023365,18,0.391304348
132,8/12/2022,3,2,amb,2000,135.4424574,26112.32532,134.628,2459804,NA,126.324,1.065735727,106.5735727,18,8.304,12.0067,1616.438008,11.9345,0.061903258,3,-5.642262518,-1.880754173,78.6042,377.1085,84.4605,366.8397,NA,5.8563,371.2522,4.4125,1.188545145,0,0.015774452,2,1880.088244,34.03,8.085,1,0.02173913,9.11845738,19,0.413043478
122,8/12/2022,3,2,amb,2000,127.8286733,24644.44287,127.06,2459804,NA,117.935,1.077373129,107.7373129,18,9.125,12.0067,1525.571302,11.9345,0.061903258,3,4.200288727,1.400096242,56.1579,320.8527,59.9847,312.6892,NA,3.8268,317.0259,4.3367,1.367932399,0,0.012070938,2,1880.088244,34.03,8.085,18,0.391304348,9.893673342,20,0.434782609
125,8/12/2022,3,2,amb,2000,90.96701278,17537.78156,90.42,2459804,NA,80.453,1.123885996,112.3885996,18,9.967,12.0067,1085.645814,11.9345,0.061903258,3,-1.293847171,-0.43128239,77.8678,216.0661,80.6035,211.2287,NA,2.7357,213.3304,2.1017,0.985185421,0,0.01282377,2,1880.088244,34.03,8.085,7,0.152173913,10.51401278,21,0.456521739
126,8/12/2022,3,2,amb,2000,160.4961128,30942.48872,159.531,2459804,NA,146.952,1.085599379,108.5599379,18,12.579,12.0067,1915.440858,11.9345,0.061903258,3,7.528342418,2.509447473,83.0141,413.396,90.0113,399.5331,NA,6.9972,406.3988,6.8657,1.689399673,0,0.017217571,2,1880.088244,34.03,8.085,22,0.47826087,13.54411276,22,0.47826087
129,8/12/2022,3,2,amb,2000,101.5536736,19578.81314,100.943,2459804,NA,87.264,1.156754217,115.6754217,18,13.679,12.0067,1211.992318,11.9345,0.061903258,3,4.72028226,1.57342742,80.712,274.5157,84.3613,266.9164,NA,3.6493,270.8664,3.95,1.458283493,0,0.013472694,2,1880.088244,34.03,8.085,19,0.413043478,14.28967364,23,0.5
109,8/12/2022,3,2,amb,2000,208.5510821,40207.13895,207.297,2459804,NA,193.801,1.069638444,106.9638444,18,13.496,12.0067,2488.95289,11.9345,0.061903258,3,27.65440453,9.218134844,50.3701,542.5207,62.5083,522.9605,NA,12.1382,530.3825,7.422,1.399367438,0,0.022885748,2,1880.088244,34.03,8.085,41,0.891304348,14.75008215,24,0.52173913
107,8/12/2022,3,2,amb,2000,159.8824224,30824.17367,158.921,2459804,NA,144.26,1.101629003,110.1629003,18,14.661,12.0067,1908.116771,11.9345,0.061903258,3,16.28813669,5.429378895,52.54,358.2104,58.1151,347.0118,NA,5.5751,352.6353,5.6235,1.594707053,0,0.015809818,2,1880.088244,34.03,8.085,34,0.739130435,15.62242245,25,0.543478261
145,8/12/2022,3,2,amb,2000,89.68329338,17290.28975,89.144,2459804,NA,72.66,1.22686485,122.686485,18,16.484,12.0067,1070.325265,11.9345,0.061903258,3,-1.420093338,-0.473364446,55.0868,166.2442,57.5802,161.9056,NA,2.4934,163.7508,1.8452,1.12683419,0,0.015226796,2,1880.088244,34.03,8.085,6,0.130434783,17.02329338,26,0.565217391
127,8/12/2022,3,2,amb,2000,119.3074325,23001.60932,118.59,2459804,NA,101.149,1.172428793,117.2428793,18,17.441,12.0067,1423.874553,11.9345,0.061903258,3,8.238144625,2.746048208,82.8982,314.9133,87.3084,306.7474,NA,4.4102,310.5031,3.7557,1.209553141,0,0.014203401,2,1880.088244,34.03,8.085,27,0.586956522,18.15843249,27,0.586956522
138,8/12/2022,3,2,amb,2000,110.8847845,21377.78376,110.218,2459804,NA,92.615,1.190066404,119.0066404,18,17.603,12.0067,1323.354461,11.9345,0.061903258,3,1.625456998,0.541818999,59.7018,243.149,64.6803,236.0152,NA,4.9785,238.1705,2.1553,0.904939948,0,0.020903093,2,1880.088244,34.03,8.085,16,0.347826087,18.2697845,28,0.608695652
123,8/12/2022,3,2,amb,2000,159.7848356,30805.35963,158.824,2459804,NA,140.932,1.126954843,112.6954843,18,17.892,12.0067,1906.952121,11.9345,0.061903258,3,1.339041518,0.446347173,77.6731,425.6692,85.6008,412.4866,NA,7.9277,417.7415,5.2549,1.257931041,0,0.018977526,2,1880.088244,34.03,8.085,14,0.304347826,18.85283563,29,0.630434783
135,8/12/2022,3,2,amb,2000,120.5287768,23237.07567,119.804,2459804,NA,98.117,1.221032033,122.1032033,18,21.687,12.0067,1438.450687,11.9345,0.061903258,3,22.22344822,7.407816074,93.7164,306.0473,99.2579,297.3357,NA,5.5415,300.5058,3.1701,1.054921403,0,0.018440576,2,1880.088244,34.03,8.085,38,0.826086957,22.41177681,30,0.652173913
139,8/12/2022,3,2,amb,2000,126.8306721,24452.03545,126.068,2459804,NA,103.359,1.219709943,121.9709943,18,22.709,12.0067,1513.660656,11.9345,0.061903258,3,15.40594772,5.135315907,61.5927,297.7164,66.4436,289.1652,NA,4.8509,292.8655,3.7003,1.263481018,0,0.016563576,2,1880.088244,34.03,8.085,33,0.717391304,23.47167205,31,0.673913043
120,8/12/2022,3,2,amb,2000,223.5693919,43102.56035,222.225,2459804,NA,200.011,1.111063891,111.1063891,18,22.214,12.0067,2668.188908,11.9345,0.061903258,3,13.30259917,4.434199724,66.864,509.8541,78.2633,491.7989,NA,11.3993,498.4548,6.6559,1.335306632,0,0.022869275,2,1880.088244,34.03,8.085,32,0.695652174,23.55839189,32,0.695652174
144,8/12/2022,3,2,amb,2000,150.1116679,28940.44292,149.209,2459804,NA,125.978,1.184405214,118.4405214,18,23.231,12.0067,1791.5077,11.9345,0.061903258,3,8.146039147,2.715346382,55.2384,337.9027,61.6375,327.1111,NA,6.3991,331.5036,4.3925,1.325023318,0,0.019303259,2,1880.088244,34.03,8.085,26,0.565217391,24.13366788,33,0.717391304
