"CV_ID","Date","Plate.x","Bucket#.x","sal.treat.x","TA.treat.x","SA.mm2","SA.mm2.SE","SA.mm2.RE","SA.mm2.1","date.numb","notes.x","SA.start","grow.ratio","grow.perc","dps","mm2.diff.start","pixel ratio_original","pixels measured","pixel ratio_MEDIAN","pixel ratio_SE","Diff_time","Diff_growth","Net_growth.d","incr_growth.d","Net_growth.w","incr_growth.w","Net_growth","Plate.y","Bucket#.y","sal.treat.y","TA.treat.y","tare boat (mg)","shell+gut+boat (mg)","boat+gut (mg)","notes.y","post muff","post muff.2","gut.wt","shell.wt","orgC.shell.wt","%oc.ic.shell","code","CI","bucket","med.ta","med.pH","med.S","med.T"
121,2022-07-25,3,2,"amb",2000,180.681040584734,45943.4355463807,179.957,179.933,2459786,NA,179.957,1,100,0,-0.0240000000000009,14.8305,2668.4963565,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",64.6473,499.7332,73.1373,NA,485.9947,NA,8.48999999999999,491.2432,5.24849999999999,1.06841173577568,0,0.0172826819791093,2,1950.52852455893,NA,34.03,16.4
122,2022-08-30,3,2,"amb",2000,128.770751931262,39699.7648239175,131.068,129.284,2459822,NA,118.166,1.10918538327438,110.918538327438,36,11.118,12.5196,1618.5839664,12.5695,0.0407706185056509,18,NA,0.358388888888889,NA,2.50872222222222,NA,12.902,"3","2","amb","2000",56.1579,320.8527,59.9847,NA,312.6892,NA,3.8268,317.0259,4.3367,1.36793239921407,0,0.0120709380526954,2,1950.52852455893,NA,34.03,16.4
122,2022-07-25,3,2,"amb",2000,118.425294533858,30113.092490885,118.166,117.935,2459786,NA,118.166,1,100,0,-0.230999999999995,14.8305,1749.0350175,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",56.1579,320.8527,59.9847,NA,312.6892,NA,3.8268,317.0259,4.3367,1.36793239921407,0,0.0120709380526954,2,1950.52852455893,NA,34.03,16.4
123,2022-08-30,3,2,"amb",2000,153.541023811607,47336.3900165631,158.0665,154.153,2459822,NA,141.0125,1.12093963301126,112.093963301126,36,13.1405,12.5196,1929.9338988,12.5695,0.0407706185056509,18,NA,0.473722222222222,NA,3.31605555555556,NA,17.054,"3","2","amb","2000",77.6731,425.6692,85.6008,NA,412.4866,NA,7.9277,417.7415,5.25489999999998,1.25793104108641,0,0.0189775255750267,2,1950.52852455893,NA,34.03,16.4
123,2022-07-25,3,2,"amb",2000,141.517900616828,35985.0625422937,141.0125,140.932,2459786,NA,141.0125,1,100,0,-0.0805000000000007,14.8305,2090.092026,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",77.6731,425.6692,85.6008,NA,412.4866,NA,7.9277,417.7415,5.25489999999998,1.25793104108641,0,0.0189775255750267,2,1950.52852455893,NA,34.03,16.4
124,2022-07-25,3,2,"amb",2000,194.560503178934,49472.6945823667,194.8595,193.755,2459786,NA,194.8595,1,100,0,-1.1045,14.8305,2873.4835275,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",73.2007,637.2901,85.6538,NA,616.5046,NA,12.4531,624.837,8.33240000000006,1.33353178508956,0,0.0199301577851504,2,1950.52852455893,NA,34.03,16.4
124,2022-08-30,3,2,"amb",2000,202.09151367994,62304.4087704463,205.983,202.897,2459822,NA,194.8595,1.05708472001622,105.708472001622,36,8.03749999999999,12.5196,2540.1892812,12.5695,0.0407706185056509,18,NA,0.308986111111111,NA,2.16290277777778,NA,11.1235,"3","2","amb","2000",73.2007,637.2901,85.6538,NA,616.5046,NA,12.4531,624.837,8.33240000000006,1.33353178508956,0,0.0199301577851504,2,1950.52852455893,NA,34.03,16.4
125,2022-08-30,3,2,"amb",2000,84.8478177811369,26158.4122264954,86.6555,85.186,2459822,NA,81.0055,1.06974835042065,106.974835042065,36,4.18049999999999,12.5196,1066.4946456,12.5695,0.0407706185056509,18,NA,0.156944444444444,NA,1.09861111111111,NA,5.64999999999999,"3","2","amb","2000",77.8678,216.0661,80.6035,NA,211.2287,NA,2.73569999999999,213.3304,2.10170000000001,0.985185421299547,0,0.0128237700768385,2,1950.52852455893,NA,34.03,16.4
125,2022-07-25,3,2,"amb",2000,80.7874695479075,20542.5754031388,81.0055,80.453,2459786,NA,81.0055,1,100,0,-0.552500000000009,14.8305,1193.1582165,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",77.8678,216.0661,80.6035,NA,211.2287,NA,2.73569999999999,213.3304,2.10170000000001,0.985185421299547,0,0.0128237700768385,2,1950.52852455893,NA,34.03,16.4
126,2022-07-25,3,2,"amb",2000,147.562927734256,37522.1873720315,148.8715,146.952,2459786,NA,148.8715,1,100,0,-1.9195,14.8305,2179.371636,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",83.0141,413.396,90.0113,NA,399.5331,NA,6.99720000000001,406.3988,6.86570000000002,1.68939967342424,0,0.0172175705243224,2,1950.52852455893,NA,34.03,16.4
126,2022-08-30,3,2,"amb",2000,151.399559155098,46676.1807534569,156.08,152.003,2459822,NA,148.8715,1.04842095364123,104.842095364123,36,3.13149999999999,12.5196,1903.0167588,12.5695,0.0407706185056509,18,NA,0.200236111111111,NA,1.40165277777777,NA,7.20849999999999,"3","2","amb","2000",83.0141,413.396,90.0113,NA,399.5331,NA,6.99720000000001,406.3988,6.86570000000002,1.68939967342424,0,0.0172175705243224,2,1950.52852455893,NA,34.03,16.4
127,2022-07-25,3,2,"amb",2000,101.569509618054,25827.016512151,101.2855,101.149,2459786,NA,101.2855,1,100,0,-0.136499999999998,14.8305,1500.0902445,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",82.8982,314.9133,87.3084,NA,306.7474,NA,4.4102,310.5031,3.75569999999996,1.20955314133738,0,0.0142034008678174,2,1950.52852455893,NA,34.03,16.4
127,2022-08-30,3,2,"amb",2000,116.519582035881,35922.7536907983,117.6755,116.984,2459822,NA,101.2855,1.16181980638887,116.181980638887,36,15.6985,12.5196,1464.5928864,12.5695,0.0407706185056509,18,NA,0.455277777777778,NA,3.18694444444444,NA,16.39,"3","2","amb","2000",82.8982,314.9133,87.3084,NA,306.7474,NA,4.4102,310.5031,3.75569999999996,1.20955314133738,0,0.0142034008678174,2,1950.52852455893,NA,34.03,16.4
128,2022-07-25,3,2,"amb",2000,149.119371593394,37917.9587152364,150.8735,148.502,2459786,NA,150.8735,1,100,0,-2.3715,14.8305,2202.358911,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",72.4636,554.7822,83.4576,NA,537.1993,NA,10.994,543.7882,6.5889,1.2116666010774,0,0.0202174302421421,2,1950.52852455893,NA,34.03,16.4
128,2022-08-30,3,2,"amb",2000,161.205475221767,49699.3250303316,164.324,161.848,2459822,NA,150.8735,1.08915084491312,108.915084491312,36,10.9745,12.5196,2026.2722208,12.5695,0.0407706185056509,18,NA,0.373625,NA,2.615375,NA,13.4505,"3","2","amb","2000",72.4636,554.7822,83.4576,NA,537.1993,NA,10.994,543.7882,6.5889,1.2116666010774,0,0.0202174302421421,2,1950.52852455893,NA,34.03,16.4
129,2022-08-30,3,2,"amb",2000,103.829162878396,32010.3228902233,103.8265,104.243,2459822,NA,86.6335,1.19845671708981,119.845671708981,36,17.6095,12.5196,1305.0806628,12.5695,0.0407706185056509,18,NA,0.477583333333333,NA,3.34308333333333,NA,17.193,"3","2","amb","2000",80.712,274.5157,84.3613,NA,266.9164,NA,3.6493,270.8664,3.94999999999997,1.45828349326457,0,0.0134726935492922,2,1950.52852455893,NA,34.03,16.4
129,2022-07-25,3,2,"amb",2000,87.6267851121599,22281.6712860863,86.6335,87.264,2459786,NA,86.6335,1,100,0,0.630499999999998,14.8305,1294.168752,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",80.712,274.5157,84.3613,NA,266.9164,NA,3.6493,270.8664,3.94999999999997,1.45828349326457,0,0.0134726935492922,2,1950.52852455893,NA,34.03,16.4
130,2022-08-30,3,2,"amb",2000,97.9954147420343,30211.7900278916,99.3405,98.386,2459822,NA,90.29,1.10023812160815,110.023812160815,36,8.096,12.5196,1231.7533656,12.5695,0.0407706185056509,18,NA,0.251402777777778,NA,1.75981944444444,NA,9.0505,"3","2","amb","2000",74.5963,258.7619,77.8475,NA,252.845,NA,3.2512,255.5107,2.66570000000003,1.04328311886744,0,0.012724320351359,2,1950.52852455893,NA,34.03,16.4
130,2022-07-25,3,2,"amb",2000,91.1925477855794,23188.3706665512,90.29,90.815,2459786,NA,90.29,1,100,0,0.525000000000006,14.8305,1346.8318575,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",74.5963,258.7619,77.8475,NA,252.845,NA,3.2512,255.5107,2.66570000000003,1.04328311886744,0,0.012724320351359,2,1950.52852455893,NA,34.03,16.4
132,2022-08-30,3,2,"amb",2000,127.157183213334,39202.3048210188,131.54,127.664,2459822,NA,125.8665,1.0450755363818,104.50755363818,36,1.7975,12.5196,1598.3022144,12.5695,0.0407706185056509,18,NA,0.157597222222222,NA,1.10318055555555,NA,5.67349999999999,"3","2","amb","2000",78.6042,377.1085,84.4605,NA,366.8397,NA,5.85629999999999,371.2522,4.41250000000001,1.1885451453217,0,0.0157744519763115,2,1950.52852455893,NA,34.03,16.4
132,2022-07-25,3,2,"amb",2000,126.849170362446,32255.1091348502,125.8665,126.324,2459786,NA,125.8665,1,100,0,0.457499999999996,14.8305,1873.448082,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",78.6042,377.1085,84.4605,NA,366.8397,NA,5.85629999999999,371.2522,4.41250000000001,1.1885451453217,0,0.0157744519763115,2,1950.52852455893,NA,34.03,16.4
133,2022-08-30,3,2,"amb",2000,106.9557012769,32974.2284143584,111.376,107.382,2459822,NA,96.456,1.15468192751099,115.468192751099,36,10.926,12.5196,1344.3796872,12.5695,0.0407706185056509,18,NA,0.414444444444445,NA,2.90111111111111,NA,14.92,"3","2","amb","2000",57.4589,309.1604,62.7807,NA,300.2219,NA,5.3218,303.8386,3.61669999999997,1.19033592176898,0,0.0175152202518048,2,1950.52852455893,NA,34.03,16.4
133,2022-07-25,3,2,"amb",2000,95.4702580048886,24276.1035194886,96.456,95.075,2459786,NA,96.456,1,100,0,-1.381,14.8305,1410.0097875,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",57.4589,309.1604,62.7807,NA,300.2219,NA,5.3218,303.8386,3.61669999999997,1.19033592176898,0,0.0175152202518048,2,1950.52852455893,NA,34.03,16.4
134,2022-07-25,3,2,"amb",2000,91.3652628460773,23232.2885188295,92.651,90.987,2459786,NA,92.651,1,100,0,-1.664,14.8305,1349.3827035,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",69.271,252.9621,72.7176,NA,246.696,NA,3.4466,249.5155,2.81949999999999,1.12998992046586,0,0.0138131699233114,2,1950.52852455893,NA,34.03,16.4
134,2022-08-30,3,2,"amb",2000,97.6199114045905,30096.0231012912,99.4305,98.009,2459822,NA,92.651,1.07317244282307,107.317244282307,36,5.358,12.5196,1227.0334764,12.5695,0.0407706185056509,18,NA,0.188319444444444,NA,1.31823611111111,NA,6.7795,"3","2","amb","2000",69.271,252.9621,72.7176,NA,246.696,NA,3.4466,249.5155,2.81949999999999,1.12998992046586,0,0.0138131699233114,2,1950.52852455893,NA,34.03,16.4
135,2022-08-30,3,2,"amb",2000,101.770368717928,31375.6007754137,105.829,102.176,2459822,NA,97.4385,1.08611072625297,108.611072625297,36,4.7375,12.5196,1279.2026496,12.5695,0.0407706185056509,18,NA,0.233069444444445,NA,1.63148611111111,NA,8.3905,"3","2","amb","2000",93.7164,306.0473,99.2579,NA,297.3357,NA,5.54150000000001,300.5058,3.17010000000002,1.05492140251537,0,0.0184405758557739,2,1950.52852455893,NA,34.03,16.4
135,2022-07-25,3,2,"amb",2000,98.5249045981137,25052.8366975721,97.4385,98.117,2459786,NA,97.4385,1,100,0,0.6785,14.8305,1455.1241685,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",93.7164,306.0473,99.2579,NA,297.3357,NA,5.54150000000001,300.5058,3.17010000000002,1.05492140251537,0,0.0184405758557739,2,1950.52852455893,NA,34.03,16.4
136,2022-07-25,3,2,"amb",2000,166.756390910753,42402.6863746242,164.425,166.066,2459786,NA,164.425,1,100,0,1.64099999999999,14.8305,2462.841813,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",73.7515,570.3148,82.7862,NA,554.515,NA,9.0347,561.2801,6.7651,1.20529838845168,0,0.0160965977593006,2,1950.52852455893,NA,34.03,16.4
136,2022-08-30,3,2,"amb",2000,179.589202275349,55366.9912485415,181.2445,180.305,2459822,NA,164.425,1.10229283868025,110.229283868025,36,15.88,12.5196,2257.346478,12.5695,0.0407706185056509,18,NA,0.467208333333333,NA,3.27045833333333,NA,16.8195,"3","2","amb","2000",73.7515,570.3148,82.7862,NA,554.515,NA,9.0347,561.2801,6.7651,1.20529838845168,0,0.0160965977593006,2,1950.52852455893,NA,34.03,16.4
137,2022-07-25,3,2,"amb",2000,201.74725717884,51300.1368425716,204.1235,200.912,2459786,NA,204.1235,1,100,0,-3.2115,14.8305,2979.625416,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",67.998,730.943,79.3377,NA,712.0457,NA,11.3397,719.6033,7.55759999999998,1.05024532266597,0,0.0157582657000044,2,1950.52852455893,NA,34.03,16.4
137,2022-08-30,3,2,"amb",2000,214.533921349298,66140.3781261313,221.0485,215.389,2459822,NA,204.1235,1.08291548988725,108.291548988725,36,11.2655,12.5196,2696.5841244,12.5695,0.0407706185056509,18,NA,0.470138888888888,NA,3.29097222222222,NA,16.925,"3","2","amb","2000",67.998,730.943,79.3377,NA,712.0457,NA,11.3397,719.6033,7.55759999999998,1.05024532266597,0,0.0157582657000044,2,1950.52852455893,NA,34.03,16.4
138,2022-07-25,3,2,"amb",2000,93.0000309768368,23647.9760973698,94.051,92.615,2459786,NA,94.051,1,100,0,-1.43599999999999,14.8305,1373.5267575,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",59.7018,243.149,64.6803,NA,236.0152,NA,4.9785,238.1705,2.1553,0.904939948482286,0,0.0209030925324505,2,1950.52852455893,NA,34.03,16.4
138,2022-08-30,3,2,"amb",2000,102.716597287084,31667.3211474839,104.609,103.126,2459822,NA,94.051,1.11225824286823,111.225824286823,36,9.07500000000002,12.5196,1291.0962696,12.5695,0.0407706185056509,18,NA,0.293277777777778,NA,2.05294444444445,NA,10.558,"3","2","amb","2000",59.7018,243.149,64.6803,NA,236.0152,NA,4.9785,238.1705,2.1553,0.904939948482286,0,0.0209030925324505,2,1950.52852455893,NA,34.03,16.4
139,2022-08-30,3,2,"amb",2000,112.007565806118,34531.7081271373,114.594,112.454,2459822,NA,105.2855,1.08841198455628,108.841198455628,36,7.16849999999999,12.5196,1407.8790984,12.5695,0.0407706185056509,18,NA,0.258569444444444,NA,1.80998611111111,NA,9.3085,"3","2","amb","2000",61.5927,297.7164,66.4436,NA,289.1652,NA,4.8509,292.8655,3.70029999999999,1.26348101773681,0,0.0165635761125841,2,1950.52852455893,NA,34.03,16.4
139,2022-07-25,3,2,"amb",2000,103.788697313987,26391.309846656,105.2855,103.359,2459786,NA,105.2855,1,100,0,-1.9265,14.8305,1532.8656495,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",61.5927,297.7164,66.4436,NA,289.1652,NA,4.8509,292.8655,3.70029999999999,1.26348101773681,0,0.0165635761125841,2,1950.52852455893,NA,34.03,16.4
140,2022-08-30,3,2,"amb",2000,158.009214718167,48713.9243208861,164.916,158.639,2459822,NA,148.3145,1.11193443661948,111.193443661948,36,10.3245,12.5196,1986.0968244,12.5695,0.0407706185056509,18,NA,0.461152777777777,NA,3.22806944444444,NA,16.6015,"3","2","amb","2000",66.4016,480.2052,75.3367,NA,465.9775,NA,8.93509999999999,471.2701,5.29259999999998,1.12305024231327,0,0.018959615727796,2,1950.52852455893,NA,34.03,16.4
140,2022-07-25,3,2,"amb",2000,146.608978272203,37279.6178390994,148.3145,146.002,2459786,NA,148.3145,1,100,0,-2.3125,14.8305,2165.282661,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",66.4016,480.2052,75.3367,NA,465.9775,NA,8.93509999999999,471.2701,5.29259999999998,1.12305024231327,0,0.018959615727796,2,1950.52852455893,NA,34.03,16.4
141,2022-08-30,3,2,"amb",2000,224.218321747086,69126.0593657507,228.9985,225.112,2459822,NA,208.8645,1.0963974251249,109.63974251249,36,16.2475,12.5196,2818.3121952,12.5695,0.0407706185056509,18,NA,0.559277777777777,NA,3.91494444444444,NA,20.134,"3","2","amb","2000",74.936,537.9577,85.6185,NA,519.8849,NA,10.6825,527.2752,7.39030000000004,1.40160204765937,0,0.0202598187815395,2,1950.52852455893,NA,34.03,16.4
141,2022-07-25,3,2,"amb",2000,206.627461795235,52541.0715057819,208.8645,205.772,2459786,NA,208.8645,1,100,0,-3.0925,14.8305,3051.701646,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",74.936,537.9577,85.6185,NA,519.8849,NA,10.6825,527.2752,7.39030000000004,1.40160204765937,0,0.0202598187815395,2,1950.52852455893,NA,34.03,16.4
142,2022-07-25,3,2,"amb",2000,156.433653574016,39777.828691949,156.4785,155.786,2459786,NA,156.4785,1,100,0,-0.692499999999995,14.8305,2310.384273,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",63.9077,500.755,71.2755,NA,487.3674,NA,7.3678,493.3872,6.01980000000002,1.22009650838125,0,0.0149330991967363,2,1950.52852455893,NA,34.03,16.4
142,2022-08-30,3,2,"amb",2000,165.53222985799,51033.254815882,172.6925,166.192,2459822,NA,156.4785,1.10361806893599,110.361806893599,36,9.71350000000001,12.5196,2080.6573632,12.5695,0.0407706185056509,18,NA,0.450388888888889,NA,3.15272222222222,NA,16.214,"3","2","amb","2000",63.9077,500.755,71.2755,NA,487.3674,NA,7.3678,493.3872,6.01980000000002,1.22009650838125,0,0.0149330991967363,2,1950.52852455893,NA,34.03,16.4
143,2022-08-30,3,2,"amb",2000,122.918079223517,37895.3975541444,127.317,123.408,2459822,NA,118.139,1.07768814701326,107.768814701326,36,5.26899999999999,12.5196,1545.0187968,12.5695,0.0407706185056509,18,NA,0.254944444444444,NA,1.78461111111111,NA,9.178,"3","2","amb","2000",67.0822,342.3502,74.2978,NA,331.7744,NA,7.21559999999999,335.1346,3.36019999999996,1.00264192357338,0,0.0215304537341116,2,1950.52852455893,NA,34.03,16.4
143,2022-07-25,3,2,"amb",2000,120.872425943355,30735.3471769433,118.139,120.372,2459786,NA,118.139,1,100,0,2.23299999999999,14.8305,1785.176946,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",67.0822,342.3502,74.2978,NA,331.7744,NA,7.21559999999999,335.1346,3.36019999999996,1.00264192357338,0,0.0215304537341116,2,1950.52852455893,NA,34.03,16.4
144,2022-07-25,3,2,"amb",2000,126.501731926793,32166.7627575928,127.3275,125.978,2459786,NA,127.3275,1,100,0,-1.34949999999999,14.8305,1868.316729,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",55.2384,337.9027,61.6375,NA,327.1111,NA,6.3991,331.5036,4.39249999999996,1.32502331799714,0,0.0193032594517827,2,1950.52852455893,NA,34.03,16.4
144,2022-08-30,3,2,"amb",2000,133.015832101516,41008.5145352471,138.7765,133.546,2459822,NA,127.3275,1.08991773183326,108.991773183326,36,6.21850000000001,12.5196,1671.9425016,12.5695,0.0407706185056509,18,NA,0.318027777777778,NA,2.22619444444445,NA,11.449,"3","2","amb","2000",55.2384,337.9027,61.6375,NA,327.1111,NA,6.3991,331.5036,4.39249999999996,1.32502331799714,0,0.0193032594517827,2,1950.52852455893,NA,34.03,16.4
145,2022-07-25,3,2,"amb",2000,72.9620714870913,18552.7392240446,73.0255,72.66,2459786,NA,73.0255,1,100,0,-0.365499999999997,14.8305,1077.58413,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",55.0868,166.2442,57.5802,NA,161.9056,NA,2.4934,163.7508,1.84520000000001,1.12683418951236,0,0.0152267958385547,2,1950.52852455893,NA,34.03,16.4
145,2022-08-30,3,2,"amb",2000,78.6963360515534,24261.9227339634,81.682,79.01,2459822,NA,73.0255,1.11854078369885,111.854078369885,36,5.98450000000001,12.5196,989.173596,12.5695,0.0407706185056509,18,NA,0.240458333333334,NA,1.68320833333333,NA,8.65650000000001,"3","2","amb","2000",55.0868,166.2442,57.5802,NA,161.9056,NA,2.4934,163.7508,1.84520000000001,1.12683418951236,0,0.0152267958385547,2,1950.52852455893,NA,34.03,16.4
147,2022-07-25,3,2,"amb",2000,133.090008158926,33842.0245529266,133.0575,132.539,2459786,NA,133.0575,1,100,0,-0.518500000000017,14.8305,1965.6196395,14.7691,0.0580822118495276,NA,NA,NA,NA,NA,NA,0,"3","2","amb","2000",60.466,420.4552,68.997,NA,407.3805,NA,8.531,411.9242,4.54370000000001,1.10304274427189,0,0.0207101209397263,2,1950.52852455893,NA,34.03,16.4
147,2022-08-30,3,2,"amb",2000,147.517033931342,45479.2060057416,148.046,148.105,2459822,NA,133.0575,1.11264678804276,111.264678804276,36,15.0475,12.5196,1854.215358,12.5695,0.0407706185056509,18,NA,0.416347222222222,NA,2.91443055555555,NA,14.9885,"3","2","amb","2000",60.466,420.4552,68.997,NA,407.3805,NA,8.531,411.9242,4.54370000000001,1.10304274427189,0,0.0207101209397263,2,1950.52852455893,NA,34.03,16.4
148,2022-07-25,4,11,"low",2000,122.321987541599,61632.0582214784,125.711,121.937,2459786,NA,125.711,1,100,0,-3.77400000000002,14.1072,1720.1896464,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",61.4084,321.0409,66.4358,NA,311.7293,NA,5.0274,316.0135,4.2842,1.35570157604026,0,0.0159088140221858,11,1482.96240894949,NA,26.565,16.2
148,2022-08-30,4,11,"low",2000,125.54757266719,13811.7055086891,126.943,126.812,2459822,NA,125.711,1.00980025614306,100.980025614306,36,1.10099999999998,12.1037,1534.8944044,12.2256,0.111129968955273,18,NA,0.0342222222222218,NA,0.239555555555553,NA,1.23199999999999,"4","11","low","2000",61.4084,321.0409,66.4358,NA,311.7293,NA,5.0274,316.0135,4.2842,1.35570157604026,0,0.0159088140221858,11,1482.96240894949,NA,26.565,16.2
151,2022-07-25,4,11,"low",2000,269.510237392269,135793.008077112,270.922,268.662,2459786,NA,270.922,1,100,0,-2.26000000000005,14.1072,3790.0685664,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",60.7773,871.864,74.5135,NA,845.5706,NA,13.7362,858.1278,12.5572,1.46332515972563,0,0.0160071728243742,11,1482.96240894949,NA,26.565,16.2
151,2022-08-30,4,11,"low",2000,263.340815510077,28970.5783630315,267.097,265.993,2459822,NA,270.922,0.985881545241804,98.5881545241804,36,-4.92900000000003,12.1037,3219.4994741,12.2256,0.111129968955273,18,NA,-0.106250000000001,NA,-0.743750000000009,NA,-3.82500000000005,"4","11","low","2000",60.7773,871.864,74.5135,NA,845.5706,NA,13.7362,858.1278,12.5572,1.46332515972563,0,0.0160071728243742,11,1482.96240894949,NA,26.565,16.2
152,2022-08-30,4,11,"low",2000,156.120661897985,17175.1039080033,159.4715,157.693,2459822,NA,154.1045,1.03482701673215,103.482701673215,36,3.58850000000001,12.1037,1908.6687641,12.2256,0.111129968955273,18,NA,0.149083333333333,NA,1.04358333333333,NA,5.36699999999999,"4","11","low","2000",56.1832,616.5219,64.6798,NA,600.5958,NA,8.4966,608.0253,7.4294999999999,1.22190639106628,0,0.013974089565023,11,1482.96240894949,NA,26.565,16.2
152,2022-07-25,4,11,"low",2000,150.484624626675,75821.8316496404,154.1045,150.011,2459786,NA,154.1045,1,100,0,-4.09350000000001,14.1072,2116.2351792,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",56.1832,616.5219,64.6798,NA,600.5958,NA,8.4966,608.0253,7.4294999999999,1.22190639106628,0,0.013974089565023,11,1482.96240894949,NA,26.565,16.2
153,2022-07-25,4,11,"low",2000,157.485659185937,79349.3100551096,158.1175,156.99,2459786,NA,158.1175,1,100,0,-1.1275,14.1072,2214.689328,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",54.7183,447.414,60.8973,NA,434.6174,NA,6.179,441.235,6.61760000000001,1.49979036114542,0,0.0140038754858522,11,1482.96240894949,NA,26.565,16.2
153,2022-08-30,4,11,"low",2000,162.43902773688,17870.1982567752,165.8375,164.075,2459822,NA,158.1175,1.04882445017155,104.882445017155,36,5.95749999999998,12.1037,1985.9145775,12.2256,0.111129968955273,18,NA,0.214444444444444,NA,1.50111111111111,NA,7.71999999999997,"4","11","low","2000",54.7183,447.414,60.8973,NA,434.6174,NA,6.179,441.235,6.61760000000001,1.49979036114542,0,0.0140038754858522,11,1482.96240894949,NA,26.565,16.2
154,2022-08-30,4,11,"low",2000,151.254668776993,16639.7875927082,153.7805,152.778,2459822,NA,142.744,1.077316734854,107.7316734854,36,10.034,12.1037,1849.1790786,12.2256,0.111129968955273,18,NA,0.306569444444444,NA,2.14598611111111,NA,11.0365,"4","11","low","2000",53.335,394.8341,59.6278,NA,381.1953,NA,6.2928,388.5413,7.346,1.89066130164284,0,0.0161959616648217,11,1482.96240894949,NA,26.565,16.2
154,2022-07-25,4,11,"low",2000,139.838116562847,70457.5776996125,142.744,139.398,2459786,NA,142.744,1,100,0,-3.346,14.1072,1966.5154656,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",53.335,394.8341,59.6278,NA,381.1953,NA,6.2928,388.5413,7.346,1.89066130164284,0,0.0161959616648217,11,1482.96240894949,NA,26.565,16.2
155,2022-07-25,4,11,"low",2000,190.461444833177,95964.1932969184,192.4995,189.862,2459786,NA,192.4995,1,100,0,-2.63750000000002,14.1072,2678.4212064,14.0628,0.0279106311883727,NA,NA,NA,NA,NA,NA,0,"4","11","low","2000",75.9823,553.5656,86.296,NA,537.377,NA,10.3137,543.2519,5.87490000000005,1.08143202076239,0,0.0189851153764948,11,1482.96240894949,NA,26.565,16.2
155,2022-08-30,4,11,"low",2000,185.341371351917,20389.724670147,192.689,187.208,2459822,NA,192.4995,1.00098441814135,100.098441814135,36,-5.29150000000001,12.1037,2265.9094696,12.2256,0.111129968955273,18,NA,0.00526388888888836,NA,0.0368472222222185,NA,0.189499999999981,"4","11","low","2000",75.9823,553.5656,86.296,NA,537.377,NA,10.3137,543.2519,5.87490000000005,1.08143202076239,0,0.0189851153764948,11,1482.96240894949,NA,26.565,16.2
156,2022-08-30,4,11,"low",2000,193.93779419415,21335.4320080326,193.422,195.891,2459822,NA,189.1635,1.02251227113053,102.251227113053,36,6.72749999999999,12.1037,2371.0058967,12.2256,0.111129968955273,18,NA,0.118291666666667,NA,0.828041666666666,NA,4.2585,"4","11","low","2000",66.5582,529.639,75.9675,NA,511.7748,NA,9.4093,520.2297,8.45489999999998,1.62522439606966,0,0.0180868181881965,11,1482.96240894949,NA,26.565,16.2
